model_name,temperature,seed,item_id,task,prompt,prior_prompt,question_number,question,item,item_type,correct1,correct2,correct3,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
EleutherAI/pythia-12b,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the boxes have a toy in them.,Critical,Full,Yes,Yes,Under50,B,More than 50 percent,More than 50 percent,More than 50 percent,B,"tensor([-1.1240, -5.1953], dtype=torch.float16)","[tensor(0.3250, dtype=torch.float16), tensor(0.0055, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-1.0068, -5.5820], dtype=torch.float16)","[tensor(0.3655, dtype=torch.float16), tensor(0.0038, dtype=torch.float16)]",0.0018015,0.165283203125,0.001376,1.309,-6.32,-3.16015625,0.959
EleutherAI/pythia-12b,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Sally check all of today's fruit baskets? ,Critical,Partial,No,Yes,Over50,A,Yes,No,No,A,"tensor([-1.2070, -2.1074], dtype=torch.float16)","[tensor(0.2991, dtype=torch.float16), tensor(0.1215, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-1.0166, -2.0898], dtype=torch.float16)","[tensor(0.3618, dtype=torch.float16), tensor(0.1237, dtype=torch.float16)]",0.03635,0.2103271484375,0.04477,0.812,-3.314,-1.6572265625,1.067
EleutherAI/pythia-12b,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Sally check all of today's fruit baskets? ,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-1.2070, -4.8750], dtype=torch.float16)","[tensor(0.2991, dtype=torch.float16), tensor(0.0076, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-1.0166, -5.2773], dtype=torch.float16)","[tensor(0.3618, dtype=torch.float16), tensor(0.0051, dtype=torch.float16)]",0.002283,0.1533203125,0.001848,1.235,-6.082,-3.041015625,0.9663
EleutherAI/pythia-12b,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Sally say that some of today's baskets have apples in them? ,Critical,Partial,No,Yes,Over50,A,Yes,No,No,A,"tensor([-1.1328, -1.9873], dtype=torch.float16)","[tensor(0.3220, dtype=torch.float16), tensor(0.1371, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-1.0166, -2.0898], dtype=torch.float16)","[tensor(0.3618, dtype=torch.float16), tensor(0.1237, dtype=torch.float16)]",0.04416,0.2294921875,0.04477,0.9863,-3.121,-1.560546875,1.005
EleutherAI/pythia-12b,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Sally say that some of today's baskets have apples in them? ,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-1.1328, -4.6523], dtype=torch.float16)","[tensor(0.3220, dtype=torch.float16), tensor(0.0095, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-1.0166, -5.2773], dtype=torch.float16)","[tensor(0.3618, dtype=torch.float16), tensor(0.0051, dtype=torch.float16)]",0.00307,0.165771484375,0.001848,1.661,-5.785,-2.892578125,0.9194
EleutherAI/pythia-12b,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the baskets have apples in them.,Critical,Partial,No,Yes,Over50,A,Less than 50 percent,Less than 50 percent,Less than 50 percent,A,"tensor([-1.0996, -1.7393], dtype=torch.float16)","[tensor(0.3330, dtype=torch.float16), tensor(0.1757, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-1.1592, -1.7793], dtype=torch.float16)","[tensor(0.3137, dtype=torch.float16), tensor(0.1687, dtype=torch.float16)]",0.0585,0.25439453125,0.05292,1.105,-2.84,-1.419921875,0.967
EleutherAI/pythia-12b,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the baskets have apples in them.,Critical,Partial,No,Yes,Over50,B,More than 50 percent,More than 50 percent,More than 50 percent,B,"tensor([-1.0996, -4.6445], dtype=torch.float16)","[tensor(0.3330, dtype=torch.float16), tensor(0.0096, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-1.1592, -5.3555], dtype=torch.float16)","[tensor(0.3137, dtype=torch.float16), tensor(0.0047, dtype=torch.float16)]",0.0032,0.1712646484375,0.001482,2.16,-5.742,-2.87109375,0.8813
EleutherAI/pythia-12b,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Alice check all of today's manuscripts? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-1.1260, -1.8965], dtype=torch.float16)","[tensor(0.3242, dtype=torch.float16), tensor(0.1501, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.8481, -2.1738], dtype=torch.float16)","[tensor(0.4282, dtype=torch.float16), tensor(0.1138, dtype=torch.float16)]",0.04868,0.2371826171875,0.0487,0.9995,-3.023,-1.51171875,1.001
EleutherAI/pythia-12b,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Alice check all of today's manuscripts? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-1.1260, -4.8984], dtype=torch.float16)","[tensor(0.3242, dtype=torch.float16), tensor(0.0075, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.8481, -5.5117], dtype=torch.float16)","[tensor(0.4282, dtype=torch.float16), tensor(0.0040, dtype=torch.float16)]",0.002419,0.1658935546875,0.00173,1.398,-6.023,-3.01171875,0.9473
EleutherAI/pythia-12b,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Alice say that some of today's manuscripts have typos? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-0.9482, -2.3301], dtype=torch.float16)","[tensor(0.3875, dtype=torch.float16), tensor(0.0973, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.8481, -2.1738], dtype=torch.float16)","[tensor(0.4282, dtype=torch.float16), tensor(0.1138, dtype=torch.float16)]",0.0377,0.242431640625,0.0487,0.774,-3.277,-1.638671875,1.085
EleutherAI/pythia-12b,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Alice say that some of today's manuscripts have typos? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-0.9482, -5.3164], dtype=torch.float16)","[tensor(0.3875, dtype=torch.float16), tensor(0.0049, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.8481, -5.5117], dtype=torch.float16)","[tensor(0.4282, dtype=torch.float16), tensor(0.0040, dtype=torch.float16)]",0.001903,0.1961669921875,0.00173,1.1,-6.266,-3.1328125,0.9854
EleutherAI/pythia-12b,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the manuscripts have typos in them.,Critical,Full,Yes,Yes,Under50,A,Less than 50 percent,Less than 50 percent,Less than 50 percent,A,"tensor([-1.0908, -1.8555], dtype=torch.float16)","[tensor(0.3359, dtype=torch.float16), tensor(0.1564, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.9214, -1.9316], dtype=torch.float16)","[tensor(0.3979, dtype=torch.float16), tensor(0.1449, dtype=torch.float16)]",0.05252,0.24609375,0.05765,0.911,-2.945,-1.47265625,1.032
EleutherAI/pythia-12b,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the manuscripts have typos in them.,Critical,Full,Yes,Yes,Under50,B,More than 50 percent,More than 50 percent,More than 50 percent,B,"tensor([-1.0908, -5.1992], dtype=torch.float16)","[tensor(0.3359, dtype=torch.float16), tensor(0.0055, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.9214, -5.7812], dtype=torch.float16)","[tensor(0.3979, dtype=torch.float16), tensor(0.0031, dtype=torch.float16)]",0.001854,0.1707763671875,0.001227,1.511,-6.29,-3.14453125,0.938
EleutherAI/pythia-12b,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Mark check all of today's exams? ,Critical,Partial,No,Yes,Over50,A,Yes,No,No,A,"tensor([-1.1143, -2.1250], dtype=torch.float16)","[tensor(0.3281, dtype=torch.float16), tensor(0.1194, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.9077, -2.0527], dtype=torch.float16)","[tensor(0.4036, dtype=torch.float16), tensor(0.1284, dtype=torch.float16)]",0.03918,0.2237548828125,0.05182,0.7563,-3.238,-1.619140625,1.094
EleutherAI/pythia-12b,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Mark check all of today's exams? ,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-1.1143, -5.6328], dtype=torch.float16)","[tensor(0.3281, dtype=torch.float16), tensor(0.0036, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.9077, -5.5820], dtype=torch.float16)","[tensor(0.4036, dtype=torch.float16), tensor(0.0038, dtype=torch.float16)]",0.001174,0.1658935546875,0.001519,0.773,-6.746,-3.373046875,1.04
EleutherAI/pythia-12b,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Mark say that some of today's students have passed the exam? ,Critical,Partial,No,Yes,Over50,A,Yes,No,No,A,"tensor([-1.0430, -2.3242], dtype=torch.float16)","[tensor(0.3523, dtype=torch.float16), tensor(0.0978, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.9077, -2.0527], dtype=torch.float16)","[tensor(0.4036, dtype=torch.float16), tensor(0.1284, dtype=torch.float16)]",0.03445,0.22509765625,0.05182,0.665,-3.367,-1.68359375,1.137
EleutherAI/pythia-12b,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Mark say that some of today's students have passed the exam? ,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-1.0430, -4.9961], dtype=torch.float16)","[tensor(0.3523, dtype=torch.float16), tensor(0.0068, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.9077, -5.5820], dtype=torch.float16)","[tensor(0.4036, dtype=torch.float16), tensor(0.0038, dtype=torch.float16)]",0.002382,0.1795654296875,0.001519,1.568,-6.04,-3.01953125,0.9307
EleutherAI/pythia-12b,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the students passed the exam.,Critical,Partial,No,Yes,Over50,A,Less than 50 percent,More than 50 percent,More than 50 percent,A,"tensor([-1.0176, -1.7168], dtype=torch.float16)","[tensor(0.3616, dtype=torch.float16), tensor(0.1797, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.8945, -1.8076], dtype=torch.float16)","[tensor(0.4087, dtype=torch.float16), tensor(0.1641, dtype=torch.float16)]",0.06494,0.2705078125,0.0671,0.9683,-2.734,-1.3671875,1.012
EleutherAI/pythia-12b,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the students passed the exam.,Critical,Partial,No,Yes,Over50,B,More than 50 percent,Less than 50 percent,Less than 50 percent,B,"tensor([-1.0176, -4.5469], dtype=torch.float16)","[tensor(0.3616, dtype=torch.float16), tensor(0.0106, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.8945, -5.3867], dtype=torch.float16)","[tensor(0.4087, dtype=torch.float16), tensor(0.0046, dtype=torch.float16)]",0.003832,0.18603515625,0.001871,2.049,-5.562,-2.78125,0.8857
EleutherAI/pythia-12b,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Sophie check all of today's dogs? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-1.1104, -2.0957], dtype=torch.float16)","[tensor(0.3293, dtype=torch.float16), tensor(0.1230, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.8584, -2.0898], dtype=torch.float16)","[tensor(0.4238, dtype=torch.float16), tensor(0.1237, dtype=torch.float16)]",0.0405,0.2261962890625,0.05243,0.7725,-3.207,-1.603515625,1.088
EleutherAI/pythia-12b,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Sophie check all of today's dogs? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-1.1104, -4.6797], dtype=torch.float16)","[tensor(0.3293, dtype=torch.float16), tensor(0.0093, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.8584, -5.0430], dtype=torch.float16)","[tensor(0.4238, dtype=torch.float16), tensor(0.0065, dtype=torch.float16)]",0.003057,0.1693115234375,0.002735,1.118,-5.79,-2.89453125,0.981
EleutherAI/pythia-12b,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Sophie say that some of today's dogs have flees? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-1.0283, -2.1543], dtype=torch.float16)","[tensor(0.3577, dtype=torch.float16), tensor(0.1160, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.8584, -2.0898], dtype=torch.float16)","[tensor(0.4238, dtype=torch.float16), tensor(0.1237, dtype=torch.float16)]",0.04147,0.23681640625,0.05243,0.791,-3.184,-1.591796875,1.079
EleutherAI/pythia-12b,0.1,0,26,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The dogs that are brought to Sophie's veterinary office almost always have fleas. Today Sophie needs to check whether 3 dogs that were brought to her office have fleas. Sophie tells you on the phone: I have now checked 3 of the 3 dogs, and given what I saw, I can tell you that some of today's dogs have fleas.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Sophie say that some of today's dogs have flees? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-1.0283, -5.1406], dtype=torch.float16)","[tensor(0.3577, dtype=torch.float16), tensor(0.0059, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.8584, -5.0430], dtype=torch.float16)","[tensor(0.4238, dtype=torch.float16), tensor(0.0065, dtype=torch.float16)]",0.002094,0.1817626953125,0.002735,0.7656,-6.168,-3.083984375,1.045
