phenomenon,item_id,model,answer_label_complex,prob,seed
Maxims,16,Human,IncorrectLiteral,0.026737967914438502,
Maxims,16,Human,IncorrectNonLiteral,0.0053475935828877,
Maxims,17,Human,CorrectNonLiteral,0.9278074866310161,
Maxims,17,Human,IncorrectAssociate,0.013368983957219251,
Maxims,17,Human,IncorrectLiteral,0.034759358288770054,
Maxims,17,Human,IncorrectNonLiteral,0.02406417112299465,
Maxims,18,Human,CorrectNonLiteral,0.6390374331550802,
Maxims,18,Human,IncorrectAssociate,0.2620320855614973,
Maxims,18,Human,IncorrectLiteral,0.07219251336898395,
Maxims,18,Human,IncorrectNonLiteral,0.026737967914438502,
Maxims,19,Human,CorrectNonLiteral,0.9598930481283422,
Maxims,19,Human,IncorrectAssociate,0.016042780748663103,
Maxims,19,Human,IncorrectLiteral,0.01871657754010695,
Maxims,19,Human,IncorrectNonLiteral,0.0053475935828877,
Maxims,20,Human,CorrectNonLiteral,0.9411764705882353,
Maxims,20,Human,IncorrectAssociate,0.026737967914438502,
Maxims,20,Human,IncorrectLiteral,0.02406417112299465,
Maxims,20,Human,IncorrectNonLiteral,0.008021390374331552,
Metaphor,1,Human,CorrectNonLiteral,0.8796791443850267,
Metaphor,1,Human,IncorrectLiteral,0.026737967914438502,
Metaphor,1,Human,IncorrectNonLiteral,0.08288770053475936,
Metaphor,1,Human,IncorrectNonSequitur,0.0,
Metaphor,1,Human,IncorrectPlausibleLiteral,0.0106951871657754,
Metaphor,2,Human,CorrectNonLiteral,0.8823529411764706,
Metaphor,2,Human,IncorrectLiteral,0.0106951871657754,
Metaphor,2,Human,IncorrectNonLiteral,0.0,
Metaphor,2,Human,IncorrectNonSequitur,0.0748663101604278,
Metaphor,2,Human,IncorrectPlausibleLiteral,0.03208556149732621,
Metaphor,3,Human,CorrectNonLiteral,0.9759358288770054,
Metaphor,3,Human,IncorrectLiteral,0.0053475935828877,
Metaphor,3,Human,IncorrectNonLiteral,0.00267379679144385,
Metaphor,3,Human,IncorrectNonSequitur,0.0,
Metaphor,3,Human,IncorrectPlausibleLiteral,0.016042780748663103,
Metaphor,4,Human,CorrectNonLiteral,0.8957219251336899,
Metaphor,4,Human,IncorrectLiteral,0.0106951871657754,
Metaphor,4,Human,IncorrectNonLiteral,0.06951871657754011,
Metaphor,4,Human,IncorrectNonSequitur,0.00267379679144385,
Metaphor,4,Human,IncorrectPlausibleLiteral,0.0213903743315508,
Metaphor,5,Human,CorrectNonLiteral,0.8770053475935828,
Metaphor,5,Human,IncorrectLiteral,0.0855614973262032,
Metaphor,5,Human,IncorrectNonLiteral,0.00267379679144385,
Metaphor,5,Human,IncorrectNonSequitur,0.008021390374331552,
Metaphor,5,Human,IncorrectPlausibleLiteral,0.026737967914438502,
Metaphor,6,Human,CorrectNonLiteral,0.9572192513368984,
Metaphor,6,Human,IncorrectLiteral,0.0106951871657754,
Metaphor,6,Human,IncorrectNonLiteral,0.0053475935828877,
Metaphor,6,Human,IncorrectNonSequitur,0.0106951871657754,
Metaphor,6,Human,IncorrectPlausibleLiteral,0.016042780748663103,
Metaphor,7,Human,CorrectNonLiteral,0.946524064171123,
Metaphor,7,Human,IncorrectLiteral,0.008021390374331552,
Metaphor,7,Human,IncorrectNonLiteral,0.0106951871657754,
Metaphor,7,Human,IncorrectNonSequitur,0.0,
Metaphor,7,Human,IncorrectPlausibleLiteral,0.034759358288770054,
Metaphor,8,Human,CorrectNonLiteral,0.6684491978609626,
Metaphor,8,Human,IncorrectLiteral,0.28342245989304815,
Metaphor,8,Human,IncorrectNonLiteral,0.008021390374331552,
Metaphor,8,Human,IncorrectNonSequitur,0.02406417112299465,
Metaphor,8,Human,IncorrectPlausibleLiteral,0.016042780748663103,
Metaphor,9,Human,CorrectNonLiteral,0.9866310160427807,
Metaphor,9,Human,IncorrectLiteral,0.0053475935828877,
Metaphor,9,Human,IncorrectNonLiteral,0.0053475935828877,
Metaphor,9,Human,IncorrectNonSequitur,0.0,
Metaphor,9,Human,IncorrectPlausibleLiteral,0.00267379679144385,
Metaphor,10,Human,CorrectNonLiteral,0.9705882352941176,
Metaphor,10,Human,IncorrectLiteral,0.0213903743315508,
Metaphor,10,Human,IncorrectNonLiteral,0.0,
Metaphor,10,Human,IncorrectNonSequitur,0.0053475935828877,
Metaphor,10,Human,IncorrectPlausibleLiteral,0.00267379679144385,
Metaphor,11,Human,CorrectNonLiteral,0.7780748663101604,
Metaphor,11,Human,IncorrectLiteral,0.0213903743315508,
Metaphor,11,Human,IncorrectNonLiteral,0.15508021390374332,
Metaphor,11,Human,IncorrectNonSequitur,0.040106951871657755,
Metaphor,11,Human,IncorrectPlausibleLiteral,0.0053475935828877,
Metaphor,12,Human,CorrectNonLiteral,0.9518716577540107,
Metaphor,12,Human,IncorrectLiteral,0.01871657754010695,
Metaphor,12,Human,IncorrectNonLiteral,0.00267379679144385,
Metaphor,12,Human,IncorrectNonSequitur,0.008021390374331552,
Metaphor,12,Human,IncorrectPlausibleLiteral,0.01871657754010695,
Metaphor,13,Human,CorrectNonLiteral,0.9438502673796791,
Metaphor,13,Human,IncorrectLiteral,0.026737967914438502,
Metaphor,13,Human,IncorrectNonLiteral,0.01871657754010695,
Metaphor,13,Human,IncorrectNonSequitur,0.00267379679144385,
Metaphor,13,Human,IncorrectPlausibleLiteral,0.008021390374331552,
Metaphor,14,Human,CorrectNonLiteral,0.9197860962566845,
Metaphor,14,Human,IncorrectLiteral,0.008021390374331552,
Metaphor,14,Human,IncorrectNonLiteral,0.0053475935828877,
Metaphor,14,Human,IncorrectNonSequitur,0.0,
Metaphor,14,Human,IncorrectPlausibleLiteral,0.06684491978609626,
Metaphor,15,Human,CorrectNonLiteral,0.9171122994652406,
Metaphor,15,Human,IncorrectLiteral,0.0213903743315508,
Metaphor,15,Human,IncorrectNonLiteral,0.058823529411764705,
Metaphor,15,Human,IncorrectNonSequitur,0.00267379679144385,
Metaphor,15,Human,IncorrectPlausibleLiteral,0.0,
Metaphor,16,Human,CorrectNonLiteral,0.946524064171123,
Metaphor,16,Human,IncorrectLiteral,0.00267379679144385,
Metaphor,16,Human,IncorrectNonLiteral,0.01871657754010695,
Metaphor,16,Human,IncorrectNonSequitur,0.029411764705882353,
Metaphor,16,Human,IncorrectPlausibleLiteral,0.00267379679144385,
Metaphor,17,Human,CorrectNonLiteral,0.6925133689839572,
Metaphor,17,Human,IncorrectLiteral,0.0962566844919786,
Metaphor,17,Human,IncorrectNonLiteral,0.0053475935828877,
Metaphor,17,Human,IncorrectNonSequitur,0.0,
Metaphor,17,Human,IncorrectPlausibleLiteral,0.20588235294117646,
Metaphor,18,Human,CorrectNonLiteral,0.893048128342246,
Metaphor,18,Human,IncorrectLiteral,0.07219251336898395,
Metaphor,18,Human,IncorrectNonLiteral,0.00267379679144385,
Metaphor,18,Human,IncorrectNonSequitur,0.0213903743315508,
Metaphor,18,Human,IncorrectPlausibleLiteral,0.0106951871657754,
Metaphor,19,Human,CorrectNonLiteral,0.8689839572192514,
Metaphor,19,Human,IncorrectLiteral,0.013368983957219251,
Metaphor,19,Human,IncorrectNonLiteral,0.016042780748663103,
Metaphor,19,Human,IncorrectNonSequitur,0.00267379679144385,
Metaphor,19,Human,IncorrectPlausibleLiteral,0.09893048128342247,
Metaphor,20,Human,CorrectNonLiteral,0.983957219251337,
Metaphor,20,Human,IncorrectLiteral,0.008021390374331552,
Metaphor,20,Human,IncorrectNonLiteral,0.00267379679144385,
Metaphor,20,Human,IncorrectNonSequitur,0.0053475935828877,
Metaphor,20,Human,IncorrectPlausibleLiteral,0.0,
