model_name,seed,item_id,phenomenon,prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,cosine_sims,choice_probs_rounded,chosen_option
meta-llama/Llama-2-7b-hf,0,16,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Robert and his wife are discussing their neighbor. Robert said: ""Our neighbor is a sheep."" What did Robert mean?  
Your answer:
",,Their neigbor is a follower.,target,Their neighbor always wears wool sweaters.,competitor,A,-0.00482,0.172,target
meta-llama/Llama-2-7b-hf,0,16,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Robert and his wife are discussing their neighbor. Robert said: ""Our neighbor is a sheep."" What did Robert mean?  
Your answer:
",,Their neighbor always wears wool sweaters.,competitor,Their neigbor is charismatic.,distractor_nonsequitut,B,0.199,0.2108,target
meta-llama/Llama-2-7b-hf,0,16,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Robert and his wife are discussing their neighbor. Robert said: ""Our neighbor is a sheep."" What did Robert mean?  
Your answer:
",,Their neighbor has a unique haircut.,distractor_plausibleliteral,There is a sheep living next to them.,distractor_literal,C,0.1604,0.2029,target
meta-llama/Llama-2-7b-hf,0,16,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Robert and his wife are discussing their neighbor. Robert said: ""Our neighbor is a sheep."" What did Robert mean?  
Your answer:
",,There is a sheep living next to them.,distractor_literal,Their neighbor has a unique haircut.,distractor_plausibleliteral,D,0.1031,0.1917,target
meta-llama/Llama-2-7b-hf,0,16,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Robert and his wife are discussing their neighbor. Robert said: ""Our neighbor is a sheep."" What did Robert mean?  
Your answer:
",,Their neigbor is charismatic.,distractor_nonsequitut,Their neigbor is a follower.,target,E,0.2527,0.2225,target
meta-llama/Llama-2-7b-hf,0,17,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Lucy told her teacher: ""The book that you gave me has more holes in it than Swiss cheese."" What did Lucy mean?
Your answer:
",,The plot of the book lacks important components.,target,Many pages of the book are missing some parts.,distractor_literal,A,0.259,0.2115,distractor_literal
meta-llama/Llama-2-7b-hf,0,17,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Lucy told her teacher: ""The book that you gave me has more holes in it than Swiss cheese."" What did Lucy mean?
Your answer:
",,The book is about cheese making in Switzerland.,competitor,The plot of the book lacks important components.,target,B,0.1653,0.1926,distractor_literal
meta-llama/Llama-2-7b-hf,0,17,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Lucy told her teacher: ""The book that you gave me has more holes in it than Swiss cheese."" What did Lucy mean?
Your answer:
",,The book is in bad shape.,distractor_plausibleliteral,The book is about cheese making in Switzerland.,competitor,C,0.0994,0.1803,distractor_literal
meta-llama/Llama-2-7b-hf,0,17,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Lucy told her teacher: ""The book that you gave me has more holes in it than Swiss cheese."" What did Lucy mean?
Your answer:
",,Many pages of the book are missing some parts.,distractor_literal,The book is in bad shape.,distractor_plausibleliteral,D,0.2244,0.2043,distractor_literal
meta-llama/Llama-2-7b-hf,0,17,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Lucy told her teacher: ""The book that you gave me has more holes in it than Swiss cheese."" What did Lucy mean?
Your answer:
",,The book smells funny.,distractor_nonsequitut,The book smells funny.,distractor_nonsequitut,E,0.256,0.2109,distractor_literal
meta-llama/Llama-2-7b-hf,0,18,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher told Sam: ""You have too much on your plate."" What did the teacher mean?
Your answer:
",,Sam has too many things to take care of.,target,Sam should think about his dietary habits.,distractor_plausibleliteral,A,0.0559,0.193,competitor
meta-llama/Llama-2-7b-hf,0,18,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher told Sam: ""You have too much on your plate."" What did the teacher mean?
Your answer:
",,Sam should share food with his classmates.,competitor,Sam has too many things to take care of.,target,B,0.007256,0.1837,competitor
meta-llama/Llama-2-7b-hf,0,18,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher told Sam: ""You have too much on your plate."" What did the teacher mean?
Your answer:
",,Sam should think about his dietary habits.,distractor_plausibleliteral,Sam should share food with his classmates.,competitor,C,0.1836,0.2191,competitor
meta-llama/Llama-2-7b-hf,0,18,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher told Sam: ""You have too much on your plate."" What did the teacher mean?
Your answer:
",,Sam has too much food on his plate.,distractor_literal,Sam has too much food on his plate.,distractor_literal,D,0.10034,0.2017,competitor
meta-llama/Llama-2-7b-hf,0,18,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

The teacher told Sam: ""You have too much on your plate."" What did the teacher mean?
Your answer:
",,Sam should finish all the food that is on his plate.,distractor_nonsequitut,Sam should finish all the food that is on his plate.,distractor_nonsequitut,E,0.1051,0.2026,competitor
meta-llama/Llama-2-7b-hf,0,19,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa was discussing a new sales manager, who was hired a couple of days ago: ""She is a babe in the woods."" What did Melissa mean?
Your answer:
",,The new sales manager is very inexperienced. ,target,"The new sales manager is a baby, who lives in the woods.",distractor_literal,A,0.08655,0.1846,target
meta-llama/Llama-2-7b-hf,0,19,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa was discussing a new sales manager, who was hired a couple of days ago: ""She is a babe in the woods."" What did Melissa mean?
Your answer:
",,The new sales manager lives off of the grid.,competitor,The new sales manager used to work as a babysitter.,distractor_nonsequitut,B,0.0906,0.1852,target
meta-llama/Llama-2-7b-hf,0,19,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa was discussing a new sales manager, who was hired a couple of days ago: ""She is a babe in the woods."" What did Melissa mean?
Your answer:
",,The new sales manager is too young.,distractor_plausibleliteral,The new sales manager is very inexperienced. ,target,C,0.3357,0.2366,target
meta-llama/Llama-2-7b-hf,0,19,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa was discussing a new sales manager, who was hired a couple of days ago: ""She is a babe in the woods."" What did Melissa mean?
Your answer:
",,"The new sales manager is a baby, who lives in the woods.",distractor_literal,The new sales manager lives off of the grid.,competitor,D,0.00851,0.1707,target
meta-llama/Llama-2-7b-hf,0,19,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Melissa was discussing a new sales manager, who was hired a couple of days ago: ""She is a babe in the woods."" What did Melissa mean?
Your answer:
",,The new sales manager used to work as a babysitter.,distractor_nonsequitut,The new sales manager is too young.,distractor_plausibleliteral,E,0.275,0.2228,target
meta-llama/Llama-2-7b-hf,0,20,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John told his fiance: ""You are the tomato sauce to my pasta."" What did John mean?
Your answer:
",,They are meant to be together.,target,The tomato sauce that she makes goes well with his pasta.,distractor_literal,A,0.0453,0.1887,distractor_nonsequitut
meta-llama/Llama-2-7b-hf,0,20,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John told his fiance: ""You are the tomato sauce to my pasta."" What did John mean?
Your answer:
",,He would love some pasta for dinner.,competitor,His fiance has bright red lips.,distractor_nonsequitut,B,0.1526,0.2102,distractor_nonsequitut
meta-llama/Llama-2-7b-hf,0,20,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John told his fiance: ""You are the tomato sauce to my pasta."" What did John mean?
Your answer:
",,They enjoy Italian cuisine.,distractor_plausibleliteral,He would love some pasta for dinner.,competitor,C,0.1493,0.2095,distractor_nonsequitut
meta-llama/Llama-2-7b-hf,0,20,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John told his fiance: ""You are the tomato sauce to my pasta."" What did John mean?
Your answer:
",,The tomato sauce that she makes goes well with his pasta.,distractor_literal,They enjoy Italian cuisine.,distractor_plausibleliteral,D,0.05243,0.1901,distractor_nonsequitut
meta-llama/Llama-2-7b-hf,0,20,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

John told his fiance: ""You are the tomato sauce to my pasta."" What did John mean?
Your answer:
",,His fiance has bright red lips.,distractor_nonsequitut,They are meant to be together.,target,E,0.1114,0.2018,distractor_nonsequitut
