metric_formula,model_name,seed,item_id,phenomenon,metric,label_type,target,distractor_prob
sentence_mi,google/flan-t5-xl,4,32,coherence,label_score,label_numeric,0.4681661076745574,0.5318338923254426
sentence_mi_surprisal,google/flan-t5-xl,4,32,coherence,label_score,label_numeric,0.537702423776782,0.462297576223218
sentence_surprisal,google/flan-t5-xl,4,32,coherence,label_score,label_numeric,0.5777715658797141,0.4222284341202859
mean_sentence_cond_probs,google/flan-t5-xl,4,33,coherence,label_score,label_alpha,0.6225035932892116,0.37749640671078843
mean_sentence_surprisal,google/flan-t5-xl,4,33,coherence,label_score,label_alpha,0.4371125027877497,0.5628874972122503
sentence_cond_probs,google/flan-t5-xl,4,33,coherence,label_score,label_alpha,0.6225035932892116,0.37749640671078843
sentence_mi,google/flan-t5-xl,4,33,coherence,label_score,label_alpha,0.6014490908513289,0.3985509091486711
sentence_mi_surprisal,google/flan-t5-xl,4,33,coherence,label_score,label_alpha,0.44606382419289153,0.5539361758071084
sentence_surprisal,google/flan-t5-xl,4,33,coherence,label_score,label_alpha,0.4371125027877497,0.5628874972122503
mean_sentence_cond_probs,google/flan-t5-xl,4,33,coherence,label_score,label_numeric,0.5061375694071661,0.49386243059283386
mean_sentence_surprisal,google/flan-t5-xl,4,33,coherence,label_score,label_numeric,0.49578749983790443,0.5042125001620956
sentence_cond_probs,google/flan-t5-xl,4,33,coherence,label_score,label_numeric,0.5061375694071661,0.49386243059283386
sentence_mi,google/flan-t5-xl,4,33,coherence,label_score,label_numeric,0.6023095541442928,0.39769044585570723
sentence_mi_surprisal,google/flan-t5-xl,4,33,coherence,label_score,label_numeric,0.45527337735120377,0.5447266226487962
sentence_surprisal,google/flan-t5-xl,4,33,coherence,label_score,label_numeric,0.49578749983790443,0.5042125001620956
mean_sentence_cond_probs,google/flan-t5-xl,4,34,coherence,label_score,label_alpha,0.3379334313263652,0.6620665686736348
mean_sentence_surprisal,google/flan-t5-xl,4,34,coherence,label_score,label_alpha,0.5924443709016656,0.4075556290983344
sentence_cond_probs,google/flan-t5-xl,4,34,coherence,label_score,label_alpha,0.3379334313263652,0.6620665686736348
sentence_mi,google/flan-t5-xl,4,34,coherence,label_score,label_alpha,0.41899819538368177,0.5810018046163182
sentence_mi_surprisal,google/flan-t5-xl,4,34,coherence,label_score,label_alpha,0.5605961810392103,0.4394038189607897
sentence_surprisal,google/flan-t5-xl,4,34,coherence,label_score,label_alpha,0.5924443709016656,0.4075556290983344
mean_sentence_cond_probs,google/flan-t5-xl,4,34,coherence,label_score,label_numeric,0.5932163863108693,0.40678361368913074
mean_sentence_surprisal,google/flan-t5-xl,4,34,coherence,label_score,label_numeric,0.42097208424567656,0.5790279157543234
sentence_cond_probs,google/flan-t5-xl,4,34,coherence,label_score,label_numeric,0.5932163863108693,0.40678361368913074
sentence_mi,google/flan-t5-xl,4,34,coherence,label_score,label_numeric,0.28092657866778703,0.719073421332213
sentence_mi_surprisal,google/flan-t5-xl,4,34,coherence,label_score,label_numeric,0.5194477188355684,0.4805522811644316
sentence_surprisal,google/flan-t5-xl,4,34,coherence,label_score,label_numeric,0.42097208424567656,0.5790279157543234
mean_sentence_cond_probs,google/flan-t5-xl,4,35,coherence,label_score,label_alpha,0.5702735243389235,0.42972647566107647
mean_sentence_surprisal,google/flan-t5-xl,4,35,coherence,label_score,label_alpha,0.4666952182873074,0.5333047817126926
sentence_cond_probs,google/flan-t5-xl,4,35,coherence,label_score,label_alpha,0.5702735243389235,0.42972647566107647
sentence_mi,google/flan-t5-xl,4,35,coherence,label_score,label_alpha,0.6521713000082333,0.3478286999917667
sentence_mi_surprisal,google/flan-t5-xl,4,35,coherence,label_score,label_alpha,0.4344017447186615,0.5655982552813386
sentence_surprisal,google/flan-t5-xl,4,35,coherence,label_score,label_alpha,0.4666952182873074,0.5333047817126926
mean_sentence_cond_probs,google/flan-t5-xl,4,35,coherence,label_score,label_numeric,0.5952934862681718,0.4047065137318282
mean_sentence_surprisal,google/flan-t5-xl,4,35,coherence,label_score,label_numeric,0.4547092628770586,0.5452907371229414
sentence_cond_probs,google/flan-t5-xl,4,35,coherence,label_score,label_numeric,0.5952934862681718,0.4047065137318282
sentence_mi,google/flan-t5-xl,4,35,coherence,label_score,label_numeric,0.28267005419184826,0.7173299458081517
sentence_mi_surprisal,google/flan-t5-xl,4,35,coherence,label_score,label_numeric,0.5535323925609809,0.44646760743901914
sentence_surprisal,google/flan-t5-xl,4,35,coherence,label_score,label_numeric,0.4547092628770586,0.5452907371229414
mean_sentence_cond_probs,google/flan-t5-xl,4,36,coherence,label_score,label_alpha,0.4954865608722009,0.5045134391277991
mean_sentence_surprisal,google/flan-t5-xl,4,36,coherence,label_score,label_alpha,0.5017725065496721,0.4982274934503279
sentence_cond_probs,google/flan-t5-xl,4,36,coherence,label_score,label_alpha,0.4954865608722009,0.5045134391277991
sentence_mi,google/flan-t5-xl,4,36,coherence,label_score,label_alpha,0.4733413182322274,0.5266586817677725
sentence_mi_surprisal,google/flan-t5-xl,4,36,coherence,label_score,label_alpha,0.5108462489063872,0.4891537510936128
sentence_surprisal,google/flan-t5-xl,4,36,coherence,label_score,label_alpha,0.5017725065496721,0.4982274934503279
mean_sentence_cond_probs,google/flan-t5-xl,4,36,coherence,label_score,label_numeric,0.590970238502289,0.409029761497711
mean_sentence_surprisal,google/flan-t5-xl,4,36,coherence,label_score,label_numeric,0.4529888475526177,0.5470111524473823
sentence_cond_probs,google/flan-t5-xl,4,36,coherence,label_score,label_numeric,0.590970238502289,0.409029761497711
sentence_mi,google/flan-t5-xl,4,36,coherence,label_score,label_numeric,0.6810331537670511,0.3189668462329489
sentence_mi_surprisal,google/flan-t5-xl,4,36,coherence,label_score,label_numeric,0.41310666173736565,0.5868933382626343
sentence_surprisal,google/flan-t5-xl,4,36,coherence,label_score,label_numeric,0.4529888475526177,0.5470111524473823
mean_sentence_cond_probs,google/flan-t5-xl,4,37,coherence,label_score,label_alpha,0.4715555796294645,0.5284444203705355
mean_sentence_surprisal,google/flan-t5-xl,4,37,coherence,label_score,label_alpha,0.5146467236044477,0.48535327639555226
sentence_cond_probs,google/flan-t5-xl,4,37,coherence,label_score,label_alpha,0.4715555796294645,0.5284444203705355
sentence_mi,google/flan-t5-xl,4,37,coherence,label_score,label_alpha,0.5576744621537968,0.4423255378462032
sentence_mi_surprisal,google/flan-t5-xl,4,37,coherence,label_score,label_alpha,0.4820342608889954,0.5179657391110046
sentence_surprisal,google/flan-t5-xl,4,37,coherence,label_score,label_alpha,0.5146467236044477,0.48535327639555226
mean_sentence_cond_probs,google/flan-t5-xl,4,37,coherence,label_score,label_numeric,0.6016454734484823,0.3983545265515177
mean_sentence_surprisal,google/flan-t5-xl,4,37,coherence,label_score,label_numeric,0.4419115944178154,0.5580884055821846
sentence_cond_probs,google/flan-t5-xl,4,37,coherence,label_score,label_numeric,0.6016454734484823,0.3983545265515177
sentence_mi,google/flan-t5-xl,4,37,coherence,label_score,label_numeric,0.28806058540670726,0.7119394145932927
sentence_mi_surprisal,google/flan-t5-xl,4,37,coherence,label_score,label_numeric,0.5407113662252931,0.45928863377470686
sentence_surprisal,google/flan-t5-xl,4,37,coherence,label_score,label_numeric,0.4419115944178154,0.5580884055821846
mean_sentence_cond_probs,google/flan-t5-xl,4,38,coherence,label_score,label_alpha,0.6345362160626151,0.3654637839373849
mean_sentence_surprisal,google/flan-t5-xl,4,38,coherence,label_score,label_alpha,0.43605779312255405,0.563942206877446
sentence_cond_probs,google/flan-t5-xl,4,38,coherence,label_score,label_alpha,0.6345362160626151,0.3654637839373849
sentence_mi,google/flan-t5-xl,4,38,coherence,label_score,label_alpha,0.6137363990070454,0.38626360099295465
sentence_mi_surprisal,google/flan-t5-xl,4,38,coherence,label_score,label_alpha,0.4450045912205441,0.554995408779456
sentence_surprisal,google/flan-t5-xl,4,38,coherence,label_score,label_alpha,0.43605779312255405,0.563942206877446
mean_sentence_cond_probs,google/flan-t5-xl,4,38,coherence,label_score,label_numeric,0.4285850370059387,0.5714149629940612
mean_sentence_surprisal,google/flan-t5-xl,4,38,coherence,label_score,label_numeric,0.54820256221439,0.45179743778561
sentence_cond_probs,google/flan-t5-xl,4,38,coherence,label_score,label_numeric,0.4285850370059387,0.5714149629940612
sentence_mi,google/flan-t5-xl,4,38,coherence,label_score,label_numeric,0.5257072068066954,0.47429279319330464
sentence_mi_surprisal,google/flan-t5-xl,4,38,coherence,label_score,label_numeric,0.5077182201316945,0.49228177986830546
sentence_surprisal,google/flan-t5-xl,4,38,coherence,label_score,label_numeric,0.54820256221439,0.45179743778561
mean_sentence_cond_probs,google/flan-t5-xl,4,39,coherence,label_score,label_alpha,0.44968467231972664,0.5503153276802734
mean_sentence_surprisal,google/flan-t5-xl,4,39,coherence,label_score,label_alpha,0.5274123522418233,0.47258764775817674
sentence_cond_probs,google/flan-t5-xl,4,39,coherence,label_score,label_alpha,0.44968467231972664,0.5503153276802734
sentence_mi,google/flan-t5-xl,4,39,coherence,label_score,label_alpha,0.5358596021553572,0.4641403978446428
sentence_mi_surprisal,google/flan-t5-xl,4,39,coherence,label_score,label_alpha,0.4948156605251592,0.5051843394748408
sentence_surprisal,google/flan-t5-xl,4,39,coherence,label_score,label_alpha,0.5274123522418233,0.47258764775817674
mean_sentence_cond_probs,google/flan-t5-xl,4,39,coherence,label_score,label_numeric,0.6678439415282772,0.3321560584717228
mean_sentence_surprisal,google/flan-t5-xl,4,39,coherence,label_score,label_numeric,0.4061952126836576,0.5938047873163423
sentence_cond_probs,google/flan-t5-xl,4,39,coherence,label_score,label_numeric,0.6678439415282772,0.3321560584717228
sentence_mi,google/flan-t5-xl,4,39,coherence,label_score,label_numeric,0.3500775473095768,0.6499224526904233
sentence_mi_surprisal,google/flan-t5-xl,4,39,coherence,label_score,label_numeric,0.5042242858953564,0.4957757141046436
sentence_surprisal,google/flan-t5-xl,4,39,coherence,label_score,label_numeric,0.4061952126836576,0.5938047873163423
mean_sentence_cond_probs,google/flan-t5-xl,4,40,coherence,label_score,label_alpha,0.5364287572726908,0.4635712427273092
mean_sentence_surprisal,google/flan-t5-xl,4,40,coherence,label_score,label_alpha,0.4890166431784065,0.5109833568215936
sentence_cond_probs,google/flan-t5-xl,4,40,coherence,label_score,label_alpha,0.5364287572726908,0.4635712427273092
sentence_mi,google/flan-t5-xl,4,40,coherence,label_score,label_alpha,0.6204841297347532,0.3795158702652468
sentence_mi_surprisal,google/flan-t5-xl,4,40,coherence,label_score,label_alpha,0.4565007300751105,0.5434992699248895
sentence_surprisal,google/flan-t5-xl,4,40,coherence,label_score,label_alpha,0.4890166431784065,0.5109833568215936
mean_sentence_cond_probs,google/flan-t5-xl,4,40,coherence,label_score,label_numeric,0.527989184060987,0.47201081593901295
mean_sentence_surprisal,google/flan-t5-xl,4,40,coherence,label_score,label_numeric,0.49145154905484617,0.5085484509451539
sentence_cond_probs,google/flan-t5-xl,4,40,coherence,label_score,label_numeric,0.527989184060987,0.47201081593901295
sentence_mi,google/flan-t5-xl,4,40,coherence,label_score,label_numeric,0.2305737974514817,0.7694262025485183
sentence_mi_surprisal,google/flan-t5-xl,4,40,coherence,label_score,label_numeric,0.5896254367080442,0.41037456329195576
sentence_surprisal,google/flan-t5-xl,4,40,coherence,label_score,label_numeric,0.49145154905484617,0.5085484509451539
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_alpha,0.9830850867332735,0.01691491326672645
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_alpha,0.14501078363303713,0.8549892163669629
sentence_cond_probs,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_alpha,0.9830850867332735,0.01691491326672645
sentence_mi,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_alpha,0.9674102646922694,0.03258973530773057
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_alpha,0.18045375791298982,0.8195462420870102
sentence_surprisal,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_alpha,0.14501078363303713,0.8549892163669629
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_numeric,0.9960545916214615,0.0039454083785385174
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_numeric,0.1537776183608986,0.8462223816391015
sentence_cond_probs,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_numeric,0.9960545916214615,0.0039454083785385174
sentence_mi,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_numeric,0.9362849878514142,0.06371501214858577
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_numeric,0.32847502296989145,0.6715249770301086
sentence_surprisal,gpt-3.5-turbo-instruct,0,1,coherence,label_score,label_numeric,0.1537776183608986,0.8462223816391015
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_alpha,0.9938027299772364,0.006197270022763601
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_alpha,0.12394684126498728,0.8760531587350127
sentence_cond_probs,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_alpha,0.9938027299772364,0.006197270022763601
sentence_mi,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_alpha,0.9872534248574623,0.012746575142537742
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_alpha,0.1584978491150152,0.8415021508849848
sentence_surprisal,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_alpha,0.12394684126498728,0.8760531587350127
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_numeric,0.9979492560507751,0.002050743949224887
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_numeric,0.16710639648986858,0.8328936035101314
sentence_cond_probs,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_numeric,0.9979492560507751,0.002050743949224887
sentence_mi,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_numeric,0.9658995709939298,0.03410042900607024
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_numeric,0.35067102797200367,0.6493289720279963
sentence_surprisal,gpt-3.5-turbo-instruct,0,2,coherence,label_score,label_numeric,0.16710639648986858,0.8328936035101314
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_alpha,0.9850429163535244,0.014957083646475633
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_alpha,0.07752056816423569,0.9224794318357643
sentence_cond_probs,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_alpha,0.9850429163535244,0.014957083646475633
sentence_mi,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_alpha,0.6150878555160666,0.3849121444839334
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_alpha,0.2035106540996668,0.7964893459003333
sentence_surprisal,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_alpha,0.07752056816423569,0.9224794318357643
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_numeric,0.9736446445878053,0.026355355412194692
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_numeric,0.1979305883618928,0.8020694116381072
sentence_cond_probs,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_numeric,0.9736446445878053,0.026355355412194692
sentence_mi,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_numeric,0.665410536482879,0.33458946351712104
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_numeric,0.40037335574992744,0.5996266442500726
sentence_surprisal,gpt-3.5-turbo-instruct,0,3,coherence,label_score,label_numeric,0.1979305883618928,0.8020694116381072
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_alpha,0.019719128107346374,0.9802808718926537
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_alpha,0.7916962600690002,0.20830373993099982
sentence_cond_probs,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_alpha,0.019719128107346374,0.9802808718926537
sentence_mi,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_alpha,0.010169660773743792,0.9898303392262562
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_alpha,0.8314845085522321,0.1685154914477679
sentence_surprisal,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_alpha,0.7916962600690002,0.20830373993099982
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_numeric,0.158174392695003,0.841825607304997
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_numeric,0.6231216375497765,0.37687836245022355
sentence_cond_probs,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_numeric,0.158174392695003,0.841825607304997
sentence_mi,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_numeric,0.010818452933427937,0.989181547066572
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_numeric,0.8165286552155271,0.1834713447844729
sentence_surprisal,gpt-3.5-turbo-instruct,0,4,coherence,label_score,label_numeric,0.6231216375497765,0.37687836245022355
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_alpha,0.3242354208916332,0.6757645791083668
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_alpha,0.6257472878735644,0.3742527121264356
sentence_cond_probs,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_alpha,0.3242354208916332,0.6757645791083668
sentence_mi,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_alpha,0.1968262668773659,0.8031737331226341
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_alpha,0.6846057766907852,0.31539422330921485
sentence_surprisal,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_alpha,0.6257472878735644,0.3742527121264356
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_numeric,0.5467380776399496,0.45326192236005036
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_numeric,0.48419597407852394,0.515804025921476
sentence_cond_probs,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_numeric,0.5467380776399496,0.45326192236005036
sentence_mi,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_numeric,0.06560482519890179,0.9343951748010982
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_numeric,0.7164555053628638,0.28354449463713616
sentence_surprisal,gpt-3.5-turbo-instruct,0,5,coherence,label_score,label_numeric,0.48419597407852394,0.515804025921476
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_alpha,0.8244619263765709,0.1755380736234291
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_alpha,0.3027784652685849,0.6972215347314151
sentence_cond_probs,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_alpha,0.8244619263765709,0.1755380736234291
sentence_mi,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_alpha,0.7057850901327641,0.29421490986723586
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_alpha,0.36052244179133386,0.6394775582086661
sentence_surprisal,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_alpha,0.3027784652685849,0.6972215347314151
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_numeric,0.971908182615059,0.028091817384941042
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_numeric,0.23819595565997234,0.7618040443400277
sentence_cond_probs,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_numeric,0.971908182615059,0.028091817384941042
sentence_mi,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_numeric,0.6681951108234168,0.33180488917658324
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_numeric,0.45700359813315933,0.5429964018668407
sentence_surprisal,gpt-3.5-turbo-instruct,0,6,coherence,label_score,label_numeric,0.23819595565997234,0.7618040443400277
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_alpha,0.20181325447730988,0.7981867455226901
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_alpha,0.7205455659716524,0.2794544340283476
sentence_cond_probs,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_alpha,0.20181325447730988,0.7981867455226901
sentence_mi,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_alpha,0.11436857682600547,0.8856314231739946
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_alpha,0.7699756790700166,0.23002432092998337
sentence_surprisal,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_alpha,0.7205455659716524,0.2794544340283476
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_numeric,0.16098552566046662,0.8390144743395334
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_numeric,0.6562057336733794,0.3437942663266206
sentence_cond_probs,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_numeric,0.16098552566046662,0.8390144743395334
sentence_mi,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_numeric,0.011045082941000123,0.9889549170589998
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_numeric,0.8370738405436152,0.16292615945638478
sentence_surprisal,gpt-3.5-turbo-instruct,0,7,coherence,label_score,label_numeric,0.6562057336733794,0.3437942663266206
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_alpha,0.20181320131937563,0.7981867986806244
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_alpha,0.7122029005729315,0.28779709942706855
sentence_cond_probs,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_alpha,0.20181320131937563,0.7981867986806244
sentence_mi,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_alpha,0.11298394735633263,0.8870160526436673
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_alpha,0.7637284192646387,0.23627158073536125
sentence_surprisal,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_alpha,0.7122029005729315,0.28779709942706855
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_numeric,0.3557749164335424,0.6442250835664576
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_numeric,0.5695611865220237,0.4304388134779763
sentence_cond_probs,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_numeric,0.3557749164335424,0.6442250835664576
sentence_mi,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_numeric,0.031143836569557486,0.9688561634304426
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_numeric,0.7807847341104929,0.21921526588950713
sentence_surprisal,gpt-3.5-turbo-instruct,0,8,coherence,label_score,label_numeric,0.5695611865220237,0.4304388134779763
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_alpha,0.6791786991753931,0.3208213008246069
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_alpha,0.39471921108247904,0.6052807889175209
sentence_cond_probs,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_alpha,0.6791786991753931,0.3208213008246069
sentence_mi,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_alpha,0.519521396837768,0.480478603162232
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_alpha,0.458467585968338,0.541532414031662
sentence_surprisal,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_alpha,0.39471921108247904,0.6052807889175209
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_numeric,0.8418256472515683,0.15817435274843172
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_numeric,0.36727628348348956,0.6327237165165105
sentence_cond_probs,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_numeric,0.8418256472515683,0.15817435274843172
sentence_mi,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_numeric,0.2296722643290352,0.7703277356709648
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_numeric,0.6152193348605928,0.38478066513940723
sentence_surprisal,gpt-3.5-turbo-instruct,0,9,coherence,label_score,label_numeric,0.36727628348348956,0.6327237165165105
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_alpha,0.810478877949751,0.18952112205024896
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_alpha,0.288535554176118,0.711464445823882
sentence_cond_probs,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_alpha,0.810478877949751,0.18952112205024896
sentence_mi,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_alpha,0.09401014554767147,0.9059898544523285
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_alpha,0.5521890365241156,0.44781096347588445
sentence_surprisal,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_alpha,0.288535554176118,0.711464445823882
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_numeric,0.7341194683437647,0.26588053165623526
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_numeric,0.40325234905985496,0.596747650940145
sentence_cond_probs,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_numeric,0.7341194683437647,0.26588053165623526
sentence_mi,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_numeric,0.14050167084614157,0.8594983291538585
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_numeric,0.6339951921178428,0.36600480788215717
sentence_surprisal,gpt-3.5-turbo-instruct,0,10,coherence,label_score,label_numeric,0.40325234905985496,0.596747650940145
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_alpha,0.9759464471055739,0.024053552894426122
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_alpha,0.12700705332746823,0.8729929466725318
sentence_cond_probs,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_alpha,0.9759464471055739,0.024053552894426122
sentence_mi,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_alpha,0.49609377947397115,0.5039062205260288
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_alpha,0.30668602341548407,0.693313976584516
sentence_surprisal,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_alpha,0.12700705332746823,0.8729929466725318
mean_sentence_cond_probs,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_numeric,0.9207896613037649,0.07921033869623506
mean_sentence_surprisal,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_numeric,0.31124399774138345,0.6887560022586166
sentence_cond_probs,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_numeric,0.9207896613037649,0.07921033869623506
sentence_mi,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_numeric,0.3998471796825975,0.6001528203174025
sentence_mi_surprisal,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_numeric,0.5467258069964092,0.45327419300359084
sentence_surprisal,gpt-3.5-turbo-instruct,0,11,coherence,label_score,label_numeric,0.31124399774138345,0.6887560022586166
