response_option,phenomenon,model_name,item_id,seed,metric
0,metaphor,meta-llama/Llama-2-7b-hf,16,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,17,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,18,2,free
1,metaphor,meta-llama/Llama-2-7b-hf,19,2,free
1,metaphor,meta-llama/Llama-2-7b-hf,20,2,free
1,coherence,meta-llama/Llama-2-7b-hf,1,2,free
1,coherence,meta-llama/Llama-2-7b-hf,2,2,free
1,coherence,meta-llama/Llama-2-7b-hf,3,2,free
0,coherence,meta-llama/Llama-2-7b-hf,4,2,free
0,coherence,meta-llama/Llama-2-7b-hf,5,2,free
1,coherence,meta-llama/Llama-2-7b-hf,6,2,free
0,coherence,meta-llama/Llama-2-7b-hf,7,2,free
1,coherence,meta-llama/Llama-2-7b-hf,8,2,free
1,coherence,meta-llama/Llama-2-7b-hf,9,2,free
0,coherence,meta-llama/Llama-2-7b-hf,10,2,free
1,coherence,meta-llama/Llama-2-7b-hf,11,2,free
1,coherence,meta-llama/Llama-2-7b-hf,12,2,free
0,coherence,meta-llama/Llama-2-7b-hf,13,2,free
0,coherence,meta-llama/Llama-2-7b-hf,14,2,free
1,coherence,meta-llama/Llama-2-7b-hf,15,2,free
1,coherence,meta-llama/Llama-2-7b-hf,16,2,free
1,coherence,meta-llama/Llama-2-7b-hf,17,2,free
1,coherence,meta-llama/Llama-2-7b-hf,18,2,free
0,coherence,meta-llama/Llama-2-7b-hf,19,2,free
0,coherence,meta-llama/Llama-2-7b-hf,20,2,free
0,coherence,meta-llama/Llama-2-7b-hf,21,2,free
0,coherence,meta-llama/Llama-2-7b-hf,22,2,free
0,coherence,meta-llama/Llama-2-7b-hf,23,2,free
0,coherence,meta-llama/Llama-2-7b-hf,24,2,free
1,coherence,meta-llama/Llama-2-7b-hf,25,2,free
0,coherence,meta-llama/Llama-2-7b-hf,26,2,free
1,coherence,meta-llama/Llama-2-7b-hf,27,2,free
0,coherence,meta-llama/Llama-2-7b-hf,28,2,free
0,coherence,meta-llama/Llama-2-7b-hf,29,2,free
0,coherence,meta-llama/Llama-2-7b-hf,30,2,free
0,coherence,meta-llama/Llama-2-7b-hf,31,2,free
0,coherence,meta-llama/Llama-2-7b-hf,32,2,free
1,coherence,meta-llama/Llama-2-7b-hf,33,2,free
0,coherence,meta-llama/Llama-2-7b-hf,34,2,free
0,coherence,meta-llama/Llama-2-7b-hf,35,2,free
0,coherence,meta-llama/Llama-2-7b-hf,36,2,free
0,coherence,meta-llama/Llama-2-7b-hf,37,2,free
0,coherence,meta-llama/Llama-2-7b-hf,38,2,free
0,coherence,meta-llama/Llama-2-7b-hf,39,2,free
0,coherence,meta-llama/Llama-2-7b-hf,40,2,free
0,coherence,meta-llama/Llama-2-7b-hf,1,0,free
1,coherence,meta-llama/Llama-2-7b-hf,2,0,free
0,coherence,meta-llama/Llama-2-7b-hf,3,0,free
0,coherence,meta-llama/Llama-2-7b-hf,4,0,free
0,coherence,meta-llama/Llama-2-7b-hf,5,0,free
0,coherence,meta-llama/Llama-2-7b-hf,6,0,free
0,coherence,meta-llama/Llama-2-7b-hf,7,0,free
0,coherence,meta-llama/Llama-2-7b-hf,8,0,free
0,coherence,meta-llama/Llama-2-7b-hf,9,0,free
1,coherence,meta-llama/Llama-2-7b-hf,10,0,free
0,coherence,meta-llama/Llama-2-7b-hf,11,0,free
1,coherence,meta-llama/Llama-2-7b-hf,12,0,free
0,coherence,meta-llama/Llama-2-7b-hf,13,0,free
0,coherence,meta-llama/Llama-2-7b-hf,14,0,free
1,coherence,meta-llama/Llama-2-7b-hf,15,0,free
1,coherence,meta-llama/Llama-2-7b-hf,16,0,free
1,coherence,meta-llama/Llama-2-7b-hf,17,0,free
1,coherence,meta-llama/Llama-2-7b-hf,18,0,free
0,coherence,meta-llama/Llama-2-7b-hf,19,0,free
1,coherence,meta-llama/Llama-2-7b-hf,20,0,free
0,coherence,meta-llama/Llama-2-7b-hf,21,0,free
0,coherence,meta-llama/Llama-2-7b-hf,22,0,free
0,coherence,meta-llama/Llama-2-7b-hf,23,0,free
0,coherence,meta-llama/Llama-2-7b-hf,24,0,free
0,coherence,meta-llama/Llama-2-7b-hf,25,0,free
0,coherence,meta-llama/Llama-2-7b-hf,26,0,free
0,coherence,meta-llama/Llama-2-7b-hf,27,0,free
0,coherence,meta-llama/Llama-2-7b-hf,28,0,free
0,coherence,meta-llama/Llama-2-7b-hf,29,0,free
0,coherence,meta-llama/Llama-2-7b-hf,30,0,free
1,coherence,meta-llama/Llama-2-7b-hf,31,0,free
0,coherence,meta-llama/Llama-2-7b-hf,32,0,free
0,coherence,meta-llama/Llama-2-7b-hf,33,0,free
0,coherence,meta-llama/Llama-2-7b-hf,34,0,free
0,coherence,meta-llama/Llama-2-7b-hf,35,0,free
0,coherence,meta-llama/Llama-2-7b-hf,36,0,free
0,coherence,meta-llama/Llama-2-7b-hf,37,0,free
0,coherence,meta-llama/Llama-2-7b-hf,38,0,free
0,coherence,meta-llama/Llama-2-7b-hf,39,0,free
0,coherence,meta-llama/Llama-2-7b-hf,40,0,free
0,irony,meta-llama/Llama-2-7b-hf,1,0,free
0,irony,meta-llama/Llama-2-7b-hf,2,0,free
0,irony,meta-llama/Llama-2-7b-hf,3,0,free
0,irony,meta-llama/Llama-2-7b-hf,4,0,free
0,irony,meta-llama/Llama-2-7b-hf,5,0,free
0,irony,meta-llama/Llama-2-7b-hf,6,0,free
0,irony,meta-llama/Llama-2-7b-hf,7,0,free
0,irony,meta-llama/Llama-2-7b-hf,8,0,free
0,irony,meta-llama/Llama-2-7b-hf,9,0,free
0,irony,meta-llama/Llama-2-7b-hf,10,0,free
0,irony,meta-llama/Llama-2-7b-hf,11,0,free
0,irony,meta-llama/Llama-2-7b-hf,12,0,free
0,irony,meta-llama/Llama-2-7b-hf,13,0,free
0,irony,meta-llama/Llama-2-7b-hf,14,0,free
0,irony,meta-llama/Llama-2-7b-hf,15,0,free
1,irony,meta-llama/Llama-2-7b-hf,16,0,free
1,irony,meta-llama/Llama-2-7b-hf,17,0,free
0,irony,meta-llama/Llama-2-7b-hf,18,0,free
0,irony,meta-llama/Llama-2-7b-hf,19,0,free
0,irony,meta-llama/Llama-2-7b-hf,20,0,free
0,irony,meta-llama/Llama-2-7b-hf,21,0,free
0,irony,meta-llama/Llama-2-7b-hf,22,0,free
0,irony,meta-llama/Llama-2-7b-hf,23,0,free
0,irony,meta-llama/Llama-2-7b-hf,24,0,free
1,irony,meta-llama/Llama-2-7b-hf,25,0,free
0,deceits,meta-llama/Llama-2-7b-hf,1,0,free
0,deceits,meta-llama/Llama-2-7b-hf,2,0,free
0,deceits,meta-llama/Llama-2-7b-hf,3,0,free
0,deceits,meta-llama/Llama-2-7b-hf,4,0,free
0,deceits,meta-llama/Llama-2-7b-hf,5,0,free
0,deceits,meta-llama/Llama-2-7b-hf,6,0,free
0,deceits,meta-llama/Llama-2-7b-hf,7,0,free
0,deceits,meta-llama/Llama-2-7b-hf,8,0,free
0,deceits,meta-llama/Llama-2-7b-hf,9,0,free
0,deceits,meta-llama/Llama-2-7b-hf,10,0,free
0,deceits,meta-llama/Llama-2-7b-hf,11,0,free
0,deceits,meta-llama/Llama-2-7b-hf,12,0,free
1,deceits,meta-llama/Llama-2-7b-hf,13,0,free
0,deceits,meta-llama/Llama-2-7b-hf,14,0,free
0,deceits,meta-llama/Llama-2-7b-hf,15,0,free
0,deceits,meta-llama/Llama-2-7b-hf,16,0,free
0,deceits,meta-llama/Llama-2-7b-hf,17,0,free
0,deceits,meta-llama/Llama-2-7b-hf,18,0,free
0,deceits,meta-llama/Llama-2-7b-hf,19,0,free
0,deceits,meta-llama/Llama-2-7b-hf,20,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,1,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,2,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,3,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,4,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,5,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,6,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,0,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,0,free
0,maxims,meta-llama/Llama-2-7b-hf,1,0,free
1,maxims,meta-llama/Llama-2-7b-hf,2,0,free
0,maxims,meta-llama/Llama-2-7b-hf,3,0,free
0,maxims,meta-llama/Llama-2-7b-hf,4,0,free
0,maxims,meta-llama/Llama-2-7b-hf,5,0,free
0,maxims,meta-llama/Llama-2-7b-hf,6,0,free
0,maxims,meta-llama/Llama-2-7b-hf,7,0,free
0,maxims,meta-llama/Llama-2-7b-hf,8,0,free
0,maxims,meta-llama/Llama-2-7b-hf,9,0,free
0,maxims,meta-llama/Llama-2-7b-hf,10,0,free
0,maxims,meta-llama/Llama-2-7b-hf,11,0,free
0,maxims,meta-llama/Llama-2-7b-hf,12,0,free
0,maxims,meta-llama/Llama-2-7b-hf,13,0,free
1,maxims,meta-llama/Llama-2-7b-hf,14,0,free
0,maxims,meta-llama/Llama-2-7b-hf,15,0,free
0,maxims,meta-llama/Llama-2-7b-hf,16,0,free
0,maxims,meta-llama/Llama-2-7b-hf,17,0,free
0,maxims,meta-llama/Llama-2-7b-hf,18,0,free
0,maxims,meta-llama/Llama-2-7b-hf,19,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,1,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,2,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,3,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,4,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,5,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,6,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,7,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,8,0,free
1,metaphor,meta-llama/Llama-2-7b-hf,9,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,10,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,11,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,12,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,13,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,14,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,15,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,16,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,17,0,free
0,metaphor,meta-llama/Llama-2-7b-hf,18,0,free
1,metaphor,meta-llama/Llama-2-7b-hf,19,0,free
1,metaphor,meta-llama/Llama-2-7b-hf,20,0,free
0,humour,meta-llama/Llama-2-7b-hf,1,0,free
0,humour,meta-llama/Llama-2-7b-hf,2,0,free
0,humour,meta-llama/Llama-2-7b-hf,3,0,free
0,humour,meta-llama/Llama-2-7b-hf,4,0,free
0,humour,meta-llama/Llama-2-7b-hf,5,0,free
0,humour,meta-llama/Llama-2-7b-hf,6,0,free
0,humour,meta-llama/Llama-2-7b-hf,7,0,free
0,humour,meta-llama/Llama-2-7b-hf,8,0,free
0,humour,meta-llama/Llama-2-7b-hf,9,0,free
0,humour,meta-llama/Llama-2-7b-hf,10,0,free
0,humour,meta-llama/Llama-2-7b-hf,11,0,free
0,humour,meta-llama/Llama-2-7b-hf,12,0,free
0,humour,meta-llama/Llama-2-7b-hf,13,0,free
0,humour,meta-llama/Llama-2-7b-hf,14,0,free
0,humour,meta-llama/Llama-2-7b-hf,15,0,free
0,humour,meta-llama/Llama-2-7b-hf,16,0,free
0,humour,meta-llama/Llama-2-7b-hf,17,0,free
0,humour,meta-llama/Llama-2-7b-hf,18,0,free
0,humour,meta-llama/Llama-2-7b-hf,19,0,free
0,humour,meta-llama/Llama-2-7b-hf,20,0,free
0,humour,meta-llama/Llama-2-7b-hf,21,0,free
0,humour,meta-llama/Llama-2-7b-hf,22,0,free
0,humour,meta-llama/Llama-2-7b-hf,23,0,free
0,humour,meta-llama/Llama-2-7b-hf,24,0,free
0,humour,meta-llama/Llama-2-7b-hf,25,0,free
1,coherence,meta-llama/Llama-2-7b-hf,1,1,free
1,coherence,meta-llama/Llama-2-7b-hf,2,1,free
1,coherence,meta-llama/Llama-2-7b-hf,3,1,free
0,coherence,meta-llama/Llama-2-7b-hf,4,1,free
0,coherence,meta-llama/Llama-2-7b-hf,5,1,free
1,coherence,meta-llama/Llama-2-7b-hf,6,1,free
0,coherence,meta-llama/Llama-2-7b-hf,7,1,free
1,coherence,meta-llama/Llama-2-7b-hf,8,1,free
1,coherence,meta-llama/Llama-2-7b-hf,9,1,free
0,coherence,meta-llama/Llama-2-7b-hf,10,1,free
1,coherence,meta-llama/Llama-2-7b-hf,11,1,free
1,coherence,meta-llama/Llama-2-7b-hf,12,1,free
0,coherence,meta-llama/Llama-2-7b-hf,13,1,free
0,coherence,meta-llama/Llama-2-7b-hf,14,1,free
1,coherence,meta-llama/Llama-2-7b-hf,15,1,free
1,coherence,meta-llama/Llama-2-7b-hf,16,1,free
1,coherence,meta-llama/Llama-2-7b-hf,17,1,free
1,coherence,meta-llama/Llama-2-7b-hf,18,1,free
0,coherence,meta-llama/Llama-2-7b-hf,19,1,free
0,coherence,meta-llama/Llama-2-7b-hf,20,1,free
0,coherence,meta-llama/Llama-2-7b-hf,21,1,free
0,coherence,meta-llama/Llama-2-7b-hf,22,1,free
0,coherence,meta-llama/Llama-2-7b-hf,23,1,free
0,coherence,meta-llama/Llama-2-7b-hf,24,1,free
1,coherence,meta-llama/Llama-2-7b-hf,25,1,free
0,coherence,meta-llama/Llama-2-7b-hf,26,1,free
1,coherence,meta-llama/Llama-2-7b-hf,27,1,free
0,coherence,meta-llama/Llama-2-7b-hf,28,1,free
0,coherence,meta-llama/Llama-2-7b-hf,29,1,free
0,coherence,meta-llama/Llama-2-7b-hf,30,1,free
0,coherence,meta-llama/Llama-2-7b-hf,31,1,free
0,coherence,meta-llama/Llama-2-7b-hf,32,1,free
1,coherence,meta-llama/Llama-2-7b-hf,33,1,free
0,coherence,meta-llama/Llama-2-7b-hf,34,1,free
0,coherence,meta-llama/Llama-2-7b-hf,35,1,free
0,coherence,meta-llama/Llama-2-7b-hf,36,1,free
0,coherence,meta-llama/Llama-2-7b-hf,37,1,free
0,coherence,meta-llama/Llama-2-7b-hf,38,1,free
0,coherence,meta-llama/Llama-2-7b-hf,39,1,free
0,coherence,meta-llama/Llama-2-7b-hf,40,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,1,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,2,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,3,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,4,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,5,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,6,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,7,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,8,1,free
1,metaphor,meta-llama/Llama-2-7b-hf,9,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,10,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,11,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,12,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,13,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,14,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,15,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,16,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,17,1,free
0,metaphor,meta-llama/Llama-2-7b-hf,18,1,free
1,metaphor,meta-llama/Llama-2-7b-hf,19,1,free
1,metaphor,meta-llama/Llama-2-7b-hf,20,1,free
0,irony,meta-llama/Llama-2-7b-hf,1,1,free
0,irony,meta-llama/Llama-2-7b-hf,2,1,free
0,irony,meta-llama/Llama-2-7b-hf,3,1,free
0,irony,meta-llama/Llama-2-7b-hf,4,1,free
0,irony,meta-llama/Llama-2-7b-hf,5,1,free
0,irony,meta-llama/Llama-2-7b-hf,6,1,free
0,irony,meta-llama/Llama-2-7b-hf,7,1,free
0,irony,meta-llama/Llama-2-7b-hf,8,1,free
0,irony,meta-llama/Llama-2-7b-hf,9,1,free
0,irony,meta-llama/Llama-2-7b-hf,10,1,free
0,irony,meta-llama/Llama-2-7b-hf,11,1,free
0,irony,meta-llama/Llama-2-7b-hf,12,1,free
0,irony,meta-llama/Llama-2-7b-hf,13,1,free
0,irony,meta-llama/Llama-2-7b-hf,14,1,free
0,irony,meta-llama/Llama-2-7b-hf,15,1,free
1,irony,meta-llama/Llama-2-7b-hf,16,1,free
1,irony,meta-llama/Llama-2-7b-hf,17,1,free
0,irony,meta-llama/Llama-2-7b-hf,18,1,free
0,irony,meta-llama/Llama-2-7b-hf,19,1,free
0,irony,meta-llama/Llama-2-7b-hf,20,1,free
0,irony,meta-llama/Llama-2-7b-hf,21,1,free
0,irony,meta-llama/Llama-2-7b-hf,22,1,free
0,irony,meta-llama/Llama-2-7b-hf,23,1,free
0,irony,meta-llama/Llama-2-7b-hf,24,1,free
1,irony,meta-llama/Llama-2-7b-hf,25,1,free
0,humour,meta-llama/Llama-2-7b-hf,1,1,free
0,humour,meta-llama/Llama-2-7b-hf,2,1,free
0,humour,meta-llama/Llama-2-7b-hf,3,1,free
0,humour,meta-llama/Llama-2-7b-hf,4,1,free
0,humour,meta-llama/Llama-2-7b-hf,5,1,free
0,humour,meta-llama/Llama-2-7b-hf,6,1,free
0,humour,meta-llama/Llama-2-7b-hf,7,1,free
0,humour,meta-llama/Llama-2-7b-hf,8,1,free
0,humour,meta-llama/Llama-2-7b-hf,9,1,free
0,humour,meta-llama/Llama-2-7b-hf,10,1,free
0,humour,meta-llama/Llama-2-7b-hf,11,1,free
0,humour,meta-llama/Llama-2-7b-hf,12,1,free
0,humour,meta-llama/Llama-2-7b-hf,13,1,free
0,humour,meta-llama/Llama-2-7b-hf,14,1,free
0,humour,meta-llama/Llama-2-7b-hf,15,1,free
0,humour,meta-llama/Llama-2-7b-hf,16,1,free
0,humour,meta-llama/Llama-2-7b-hf,17,1,free
0,humour,meta-llama/Llama-2-7b-hf,18,1,free
0,humour,meta-llama/Llama-2-7b-hf,19,1,free
0,humour,meta-llama/Llama-2-7b-hf,20,1,free
0,humour,meta-llama/Llama-2-7b-hf,21,1,free
0,humour,meta-llama/Llama-2-7b-hf,22,1,free
0,humour,meta-llama/Llama-2-7b-hf,23,1,free
0,humour,meta-llama/Llama-2-7b-hf,24,1,free
0,humour,meta-llama/Llama-2-7b-hf,25,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,1,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,2,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,3,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,4,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,5,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,6,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,1,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,1,free
0,maxims,meta-llama/Llama-2-7b-hf,1,1,free
1,maxims,meta-llama/Llama-2-7b-hf,2,1,free
0,maxims,meta-llama/Llama-2-7b-hf,3,1,free
0,maxims,meta-llama/Llama-2-7b-hf,4,1,free
0,maxims,meta-llama/Llama-2-7b-hf,5,1,free
0,maxims,meta-llama/Llama-2-7b-hf,6,1,free
0,maxims,meta-llama/Llama-2-7b-hf,7,1,free
0,maxims,meta-llama/Llama-2-7b-hf,8,1,free
0,maxims,meta-llama/Llama-2-7b-hf,9,1,free
0,maxims,meta-llama/Llama-2-7b-hf,10,1,free
0,maxims,meta-llama/Llama-2-7b-hf,11,1,free
0,maxims,meta-llama/Llama-2-7b-hf,12,1,free
0,maxims,meta-llama/Llama-2-7b-hf,13,1,free
1,maxims,meta-llama/Llama-2-7b-hf,14,1,free
0,maxims,meta-llama/Llama-2-7b-hf,15,1,free
0,maxims,meta-llama/Llama-2-7b-hf,16,1,free
0,maxims,meta-llama/Llama-2-7b-hf,17,1,free
0,maxims,meta-llama/Llama-2-7b-hf,18,1,free
0,maxims,meta-llama/Llama-2-7b-hf,19,1,free
0,deceits,meta-llama/Llama-2-7b-hf,1,1,free
0,deceits,meta-llama/Llama-2-7b-hf,2,1,free
0,deceits,meta-llama/Llama-2-7b-hf,3,1,free
0,deceits,meta-llama/Llama-2-7b-hf,4,1,free
0,deceits,meta-llama/Llama-2-7b-hf,5,1,free
0,deceits,meta-llama/Llama-2-7b-hf,6,1,free
0,deceits,meta-llama/Llama-2-7b-hf,7,1,free
0,deceits,meta-llama/Llama-2-7b-hf,8,1,free
0,deceits,meta-llama/Llama-2-7b-hf,9,1,free
0,deceits,meta-llama/Llama-2-7b-hf,10,1,free
0,deceits,meta-llama/Llama-2-7b-hf,11,1,free
0,deceits,meta-llama/Llama-2-7b-hf,12,1,free
1,deceits,meta-llama/Llama-2-7b-hf,13,1,free
0,deceits,meta-llama/Llama-2-7b-hf,14,1,free
0,deceits,meta-llama/Llama-2-7b-hf,15,1,free
0,deceits,meta-llama/Llama-2-7b-hf,16,1,free
0,deceits,meta-llama/Llama-2-7b-hf,17,1,free
0,deceits,meta-llama/Llama-2-7b-hf,18,1,free
0,deceits,meta-llama/Llama-2-7b-hf,19,1,free
0,deceits,meta-llama/Llama-2-7b-hf,20,1,free
0,coherence,text-davinci-002,1,3,free
0,coherence,text-davinci-002,2,3,free
0,coherence,text-davinci-002,3,3,free
0,coherence,text-davinci-002,4,3,free
1,coherence,text-davinci-002,5,3,free
0,coherence,text-davinci-002,6,3,free
0,coherence,text-davinci-002,7,3,free
1,coherence,text-davinci-002,8,3,free
1,coherence,text-davinci-002,9,3,free
0,coherence,text-davinci-002,10,3,free
0,coherence,text-davinci-002,11,3,free
0,coherence,text-davinci-002,12,3,free
0,coherence,text-davinci-002,13,3,free
0,coherence,text-davinci-002,14,3,free
0,coherence,text-davinci-002,15,3,free
0,coherence,text-davinci-002,16,3,free
0,coherence,text-davinci-002,17,3,free
1,coherence,text-davinci-002,18,3,free
0,coherence,text-davinci-002,19,3,free
0,coherence,text-davinci-002,20,3,free
1,coherence,text-davinci-002,21,3,free
1,coherence,text-davinci-002,22,3,free
1,coherence,text-davinci-002,23,3,free
1,coherence,text-davinci-002,24,3,free
1,coherence,text-davinci-002,25,3,free
1,coherence,text-davinci-002,26,3,free
1,coherence,text-davinci-002,27,3,free
1,coherence,text-davinci-002,28,3,free
1,coherence,text-davinci-002,29,3,free
1,coherence,text-davinci-002,30,3,free
1,coherence,text-davinci-002,31,3,free
1,coherence,text-davinci-002,32,3,free
1,coherence,text-davinci-002,33,3,free
1,coherence,text-davinci-002,34,3,free
1,coherence,text-davinci-002,35,3,free
1,coherence,text-davinci-002,36,3,free
1,coherence,text-davinci-002,37,3,free
1,coherence,text-davinci-002,38,3,free
1,coherence,text-davinci-002,39,3,free
1,coherence,text-davinci-002,40,3,free
0,indirect_speech,text-davinci-002,1,3,free
1,indirect_speech,text-davinci-002,2,3,free
0,indirect_speech,text-davinci-002,3,3,free
1,indirect_speech,text-davinci-002,4,3,free
1,indirect_speech,text-davinci-002,5,3,free
0,indirect_speech,text-davinci-002,6,3,free
0,indirect_speech,text-davinci-002,7,3,free
1,indirect_speech,text-davinci-002,8,3,free
0,indirect_speech,text-davinci-002,9,3,free
1,indirect_speech,text-davinci-002,10,3,free
0,indirect_speech,text-davinci-002,11,3,free
0,indirect_speech,text-davinci-002,12,3,free
1,indirect_speech,text-davinci-002,13,3,free
1,indirect_speech,text-davinci-002,14,3,free
1,indirect_speech,text-davinci-002,15,3,free
1,indirect_speech,text-davinci-002,16,3,free
0,indirect_speech,text-davinci-002,17,3,free
0,indirect_speech,text-davinci-002,18,3,free
1,indirect_speech,text-davinci-002,19,3,free
1,indirect_speech,text-davinci-002,20,3,free
1,irony,text-davinci-002,1,3,free
0,irony,text-davinci-002,2,3,free
0,irony,text-davinci-002,3,3,free
1,irony,text-davinci-002,4,3,free
1,irony,text-davinci-002,5,3,free
0,irony,text-davinci-002,6,3,free
0,irony,text-davinci-002,7,3,free
1,irony,text-davinci-002,8,3,free
1,irony,text-davinci-002,9,3,free
1,irony,text-davinci-002,10,3,free
0,irony,text-davinci-002,11,3,free
1,irony,text-davinci-002,12,3,free
0,irony,text-davinci-002,13,3,free
1,irony,text-davinci-002,14,3,free
0,irony,text-davinci-002,15,3,free
1,irony,text-davinci-002,16,3,free
1,irony,text-davinci-002,17,3,free
0,irony,text-davinci-002,18,3,free
0,irony,text-davinci-002,19,3,free
0,irony,text-davinci-002,20,3,free
0,irony,text-davinci-002,21,3,free
0,irony,text-davinci-002,22,3,free
1,irony,text-davinci-002,23,3,free
1,irony,text-davinci-002,24,3,free
1,irony,text-davinci-002,25,3,free
1,maxims,text-davinci-002,1,3,free
0,maxims,text-davinci-002,2,3,free
1,maxims,text-davinci-002,3,3,free
0,maxims,text-davinci-002,4,3,free
0,maxims,text-davinci-002,5,3,free
1,maxims,text-davinci-002,6,3,free
1,maxims,text-davinci-002,7,3,free
1,maxims,text-davinci-002,8,3,free
0,maxims,text-davinci-002,9,3,free
1,maxims,text-davinci-002,10,3,free
1,maxims,text-davinci-002,11,3,free
0,maxims,text-davinci-002,12,3,free
1,maxims,text-davinci-002,13,3,free
1,maxims,text-davinci-002,14,3,free
1,maxims,text-davinci-002,15,3,free
1,maxims,text-davinci-002,16,3,free
0,maxims,text-davinci-002,17,3,free
0,maxims,text-davinci-002,18,3,free
0,maxims,text-davinci-002,19,3,free
1,humour,text-davinci-002,1,3,free
0,humour,text-davinci-002,2,3,free
0,humour,text-davinci-002,3,3,free
0,humour,text-davinci-002,4,3,free
0,humour,text-davinci-002,5,3,free
1,humour,text-davinci-002,6,3,free
0,humour,text-davinci-002,7,3,free
0,humour,text-davinci-002,8,3,free
0,humour,text-davinci-002,9,3,free
0,humour,text-davinci-002,10,3,free
1,humour,text-davinci-002,11,3,free
0,humour,text-davinci-002,12,3,free
0,humour,text-davinci-002,13,3,free
1,humour,text-davinci-002,14,3,free
0,humour,text-davinci-002,15,3,free
0,humour,text-davinci-002,16,3,free
