metric_formula,model_name,item_id,phenomenon,metric,dependent_variable
mean_sentence_surprisal,gpt-3.5-turbo-instruct,15,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,16,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,17,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,18,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,19,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,20,indirect_speech,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,1,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,2,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,3,indirect_speech,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,4,indirect_speech,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,5,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,6,indirect_speech,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,7,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,8,indirect_speech,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,9,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,10,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,11,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,12,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,13,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,14,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,15,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,16,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,17,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,18,indirect_speech,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,19,indirect_speech,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,20,indirect_speech,string_score,0
mean_sentence_surprisal,text-davinci-002,1,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,2,indirect_speech,string_score,0
mean_sentence_surprisal,text-davinci-002,3,indirect_speech,string_score,0
mean_sentence_surprisal,text-davinci-002,4,indirect_speech,string_score,0
mean_sentence_surprisal,text-davinci-002,5,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,6,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,7,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,8,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,9,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,10,indirect_speech,string_score,0
mean_sentence_surprisal,text-davinci-002,11,indirect_speech,string_score,0
mean_sentence_surprisal,text-davinci-002,12,indirect_speech,string_score,0
mean_sentence_surprisal,text-davinci-002,13,indirect_speech,string_score,0
mean_sentence_surprisal,text-davinci-002,14,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,15,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,16,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,17,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,18,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,19,indirect_speech,string_score,1
mean_sentence_surprisal,text-davinci-002,20,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,1,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,2,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,3,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,4,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,5,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,6,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,7,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,8,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,9,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,10,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,11,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,12,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,13,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,14,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,15,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,16,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,17,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,18,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,19,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,20,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,21,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,22,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,23,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,24,irony,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,25,irony,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,1,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,2,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,3,irony,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,4,irony,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,5,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,6,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,7,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,8,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,9,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,10,irony,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,11,irony,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,12,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,13,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,14,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,15,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,16,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,17,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,18,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,19,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,20,irony,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,21,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,22,irony,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,23,irony,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,24,irony,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,25,irony,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,1,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,2,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,3,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,4,irony,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,5,irony,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,6,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,7,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,8,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,9,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,10,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,11,irony,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,12,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,13,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,14,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,15,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,16,irony,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,17,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,18,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,19,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,20,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,21,irony,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,22,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,23,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,24,irony,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,25,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,1,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,2,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,3,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,4,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,5,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,6,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,7,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,8,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,9,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,10,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,11,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,12,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,13,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,14,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,15,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,16,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,17,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,18,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,19,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,20,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,21,irony,string_score,1
mean_sentence_surprisal,text-davinci-002,22,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,23,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,24,irony,string_score,0
mean_sentence_surprisal,text-davinci-002,25,irony,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,1,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,2,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,3,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,4,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,5,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,6,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,7,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,8,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,9,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,10,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,11,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,12,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,13,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,14,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,15,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,16,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,17,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,18,maxims,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,19,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,1,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,2,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,3,maxims,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,4,maxims,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,5,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,6,maxims,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,7,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,8,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,9,maxims,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,10,maxims,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,11,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,12,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,13,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,14,maxims,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,15,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,16,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,17,maxims,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,18,maxims,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,19,maxims,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,1,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,2,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,3,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,4,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,5,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,6,maxims,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,7,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,8,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,9,maxims,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,10,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,11,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,12,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,13,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,14,maxims,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,15,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,16,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,17,maxims,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,18,maxims,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,19,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,1,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,2,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,3,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,4,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,5,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,6,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,7,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,8,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,9,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,10,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,11,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,12,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,13,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,14,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,15,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,16,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,17,maxims,string_score,0
mean_sentence_surprisal,text-davinci-002,18,maxims,string_score,1
mean_sentence_surprisal,text-davinci-002,19,maxims,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,1,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,2,metaphor,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,3,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,4,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,5,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,6,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,7,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,8,metaphor,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,9,metaphor,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,10,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,11,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,12,metaphor,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,13,metaphor,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,14,metaphor,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,15,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,16,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,17,metaphor,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,18,metaphor,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,19,metaphor,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,20,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,1,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,2,metaphor,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,3,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,4,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,5,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,6,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,7,metaphor,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,8,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,9,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,10,metaphor,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,11,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,12,metaphor,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,13,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,14,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,15,metaphor,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,16,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,17,metaphor,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,18,metaphor,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,19,metaphor,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,20,metaphor,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,1,metaphor,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,2,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,3,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,4,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,5,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,6,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,7,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,8,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,9,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,10,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,11,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,12,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,13,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,14,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,15,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,16,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,17,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,18,metaphor,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,19,metaphor,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,20,metaphor,string_score,1
mean_sentence_surprisal,text-davinci-002,1,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,2,metaphor,string_score,1
mean_sentence_surprisal,text-davinci-002,3,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,4,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,5,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,6,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,7,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,8,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,9,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,10,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,11,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,12,metaphor,string_score,1
mean_sentence_surprisal,text-davinci-002,13,metaphor,string_score,1
mean_sentence_surprisal,text-davinci-002,14,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,15,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,16,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,17,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,18,metaphor,string_score,0
mean_sentence_surprisal,text-davinci-002,19,metaphor,string_score,1
mean_sentence_surprisal,text-davinci-002,20,metaphor,string_score,0
