model_name,item_id,phenomenon,metric,dependent_variable,metric_formula
google/flan-t5-xl,13,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,14,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,15,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,16,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,17,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,18,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,19,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,20,deceits,embedding_similarity,1,cosine
google/flan-t5-xl,1,humour,embedding_similarity,0,cosine
google/flan-t5-xl,2,humour,embedding_similarity,0,cosine
google/flan-t5-xl,3,humour,embedding_similarity,0,cosine
google/flan-t5-xl,4,humour,embedding_similarity,0,cosine
google/flan-t5-xl,5,humour,embedding_similarity,0,cosine
google/flan-t5-xl,6,humour,embedding_similarity,0,cosine
google/flan-t5-xl,7,humour,embedding_similarity,1,cosine
google/flan-t5-xl,8,humour,embedding_similarity,1,cosine
google/flan-t5-xl,9,humour,embedding_similarity,0,cosine
google/flan-t5-xl,10,humour,embedding_similarity,0,cosine
google/flan-t5-xl,11,humour,embedding_similarity,0,cosine
google/flan-t5-xl,12,humour,embedding_similarity,0,cosine
google/flan-t5-xl,13,humour,embedding_similarity,1,cosine
google/flan-t5-xl,14,humour,embedding_similarity,0,cosine
google/flan-t5-xl,15,humour,embedding_similarity,0,cosine
google/flan-t5-xl,16,humour,embedding_similarity,0,cosine
google/flan-t5-xl,17,humour,embedding_similarity,0,cosine
google/flan-t5-xl,18,humour,embedding_similarity,0,cosine
google/flan-t5-xl,19,humour,embedding_similarity,0,cosine
google/flan-t5-xl,20,humour,embedding_similarity,0,cosine
google/flan-t5-xl,21,humour,embedding_similarity,0,cosine
google/flan-t5-xl,22,humour,embedding_similarity,0,cosine
google/flan-t5-xl,23,humour,embedding_similarity,0,cosine
google/flan-t5-xl,24,humour,embedding_similarity,0,cosine
google/flan-t5-xl,25,humour,embedding_similarity,0,cosine
google/flan-t5-xl,1,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,2,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,3,metaphor,embedding_similarity,1,cosine
google/flan-t5-xl,4,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,5,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,6,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,7,metaphor,embedding_similarity,1,cosine
google/flan-t5-xl,8,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,9,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,10,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,11,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,12,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,13,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,14,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,15,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,16,metaphor,embedding_similarity,1,cosine
google/flan-t5-xl,17,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,18,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,19,metaphor,embedding_similarity,0,cosine
google/flan-t5-xl,20,metaphor,embedding_similarity,1,cosine
google/flan-t5-xl,1,irony,embedding_similarity,1,cosine
google/flan-t5-xl,2,irony,embedding_similarity,0,cosine
google/flan-t5-xl,3,irony,embedding_similarity,0,cosine
google/flan-t5-xl,4,irony,embedding_similarity,0,cosine
google/flan-t5-xl,5,irony,embedding_similarity,1,cosine
google/flan-t5-xl,6,irony,embedding_similarity,0,cosine
google/flan-t5-xl,7,irony,embedding_similarity,1,cosine
google/flan-t5-xl,8,irony,embedding_similarity,1,cosine
google/flan-t5-xl,9,irony,embedding_similarity,0,cosine
google/flan-t5-xl,10,irony,embedding_similarity,0,cosine
google/flan-t5-xl,11,irony,embedding_similarity,0,cosine
google/flan-t5-xl,12,irony,embedding_similarity,0,cosine
google/flan-t5-xl,13,irony,embedding_similarity,1,cosine
google/flan-t5-xl,14,irony,embedding_similarity,0,cosine
google/flan-t5-xl,15,irony,embedding_similarity,0,cosine
google/flan-t5-xl,16,irony,embedding_similarity,0,cosine
google/flan-t5-xl,17,irony,embedding_similarity,1,cosine
google/flan-t5-xl,18,irony,embedding_similarity,1,cosine
google/flan-t5-xl,19,irony,embedding_similarity,0,cosine
google/flan-t5-xl,20,irony,embedding_similarity,0,cosine
google/flan-t5-xl,21,irony,embedding_similarity,1,cosine
google/flan-t5-xl,22,irony,embedding_similarity,0,cosine
google/flan-t5-xl,23,irony,embedding_similarity,0,cosine
google/flan-t5-xl,24,irony,embedding_similarity,0,cosine
google/flan-t5-xl,25,irony,embedding_similarity,0,cosine
google/flan-t5-xl,1,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,2,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,3,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,4,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,5,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,6,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,7,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,8,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,9,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,10,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,11,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,12,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,13,indirect_speech,embedding_similarity,1,cosine
google/flan-t5-xl,14,indirect_speech,embedding_similarity,1,cosine
google/flan-t5-xl,15,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,16,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,17,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,18,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,19,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,20,indirect_speech,embedding_similarity,0,cosine
